Date,State,Confirmed,Recovered,Deceased
2020-12-20,Delhi,147197,71268.0,100
2020-12-21,Delhi,148011,71976.0,100
2020-12-22,Delhi,149001,72959.0,103
2020-12-23,Delhi,149030,72969.0,103
2020-12-24,Delhi,149241,72982.0,103
2020-12-25,Delhi,149729,73215.0,103
2020-12-26,Delhi,unknown,,103
2020-12-27,Delhi,150863,74016.0,103
2020-12-28,Delhi,150994,74120.0,103
2020-12-29,Delhi,151596,74638.0,103
2020-12-30,Delhi,152414,75204.0,103
2020-12-31,Delhi,153216,76005.0,103
2021-01-01,Delhi,153921,76196.0,103
2021-01-02,Delhi,154063,76262.0,103
2021-01-03,Delhi,154253,76415.0,103
2021-01-04,Delhi,155059,76549.0,103
2021-01-05,Delhi,155508,76596.0,113
2021-01-06,Delhi,156192,76726.0,113
2021-01-07,Delhi,157191,76840.0,113
2021-01-08,Delhi,157593,76974.0,113
2021-01-09,Delhi,157766,76999.0,113
2021-01-10,Delhi,157916,77023.0,113
2021-01-11,Delhi,158263,77348.0,113
2021-01-12,Delhi,158698,77603.0,113
2021-01-13,Delhi,159302,77899.0,113
2021-01-14,Delhi,160077,77914.0,113
2021-01-15,Delhi,160646,78065.0,113
2021-01-16,Delhi,161560,78452.0,113
2021-01-17,Delhi,162405,78467.0,113
2021-01-18,Delhi,163343,78781.0,113
2021-01-19,Delhi,163580,78912.0,113
2021-01-20,Delhi,164021,78992.0,113
2021-01-21,Delhi,164069,79036.0,113
2021-01-22,Delhi,unknown,79162.0,113
2021-01-23,Delhi,164641,79186.0,113
2021-01-24,Delhi,165575,79215.0,113
2021-01-25,Delhi,unknown,80106.0,113
2021-01-26,Delhi,166493,80117.0,113
2021-01-27,Delhi,167229,80403.0,113
2021-01-28,Delhi,167974,80831.0,113
2021-01-29,Delhi,168246,80936.0,113
2021-01-30,Delhi,168918,81512.0,113
2021-01-31,Delhi,169864,82365.0,113
2021-02-01,Delhi,170862,82937.0,113
2021-02-02,Delhi,171108,82947.0,113
2021-02-03,Delhi,171135,82960.0,113
2021-02-04,Delhi,172013,83530.0,115
2021-02-05,Delhi,172081,83593.0,115
2021-02-06,Delhi,172618,83738.0,115
2021-02-07,Delhi,173101,83892.0,115
2021-02-08,Delhi,173116,83898.0,115
2021-02-09,Delhi,173396,84121.0,119
2021-02-10,Delhi,173526,84165.0,119
2021-02-11,Delhi,173624,84167.0,119
2021-02-12,Delhi,174376,,119
2021-02-13,Delhi,174434,84783.0,119
2021-02-14,Delhi,175202,84973.0,119
2021-02-15,Delhi,175641,85251.0,119
2021-02-16,Delhi,175809,85271.0,119
2021-02-17,Delhi,176194,85414.0,119
2021-02-18,Delhi,176889,85730.0,119
2021-02-19,Delhi,177647,86145.0,119
2021-02-20,Delhi,178261,86153.0,119
2021-02-21,Delhi,178488,86355.0,119
2021-02-22,Delhi,179151,86891.0,119
2021-02-23,Delhi,179154,86892.0,119
2021-02-24,Delhi,179652,87362.0,119
2021-02-25,Delhi,unknown,87706.0,119
2021-02-26,Delhi,180346,87750.0,119
2021-02-27,Delhi,180673,,119
2021-02-28,Delhi,181615,87983.0,119
2021-03-01,Delhi,181795,88137.0,119
2021-03-02,Delhi,182482,88157.0,119
2021-03-03,Delhi,182945,88617.0,119
2021-03-04,Delhi,182979,88636.0,119
2021-03-05,Delhi,183319,88715.0,119
2021-03-06,Delhi,183869,89113.0,119
2021-03-07,Delhi,184354,89255.0,119
2021-03-08,Delhi,184384,89281.0,119
2021-03-09,Delhi,185197,89587.0,119
2021-03-10,Delhi,185296,89613.0,119
2021-03-11,Delhi,186164,89998.0,119
2021-03-12,Delhi,186951,90380.0,119
2021-03-13,Delhi,187666,90502.0,119
2021-03-14,Delhi,188434,90962.0,-1
2021-03-15,Delhi,188537,90986.0,119
2021-03-16,Delhi,188922,91233.0,119
2021-03-17,Delhi,189548,91570.0,119
2021-03-18,Delhi,190046,91589.0,119
2021-03-19,Delhi,190717,91938.0,119
2021-03-20,Delhi,191286,92332.0,119
2021-03-21,Delhi,191864,92738.0,119
N/A,Delhi,192692,92850.0,-1
2021-03-23,Delhi,193639,93069.0,119
2021-03-24,Delhi,194626,93924.0,121
2021-03-25,Delhi,194822,94038.0,121
2021-03-26,Delhi,194996,94114.0,121
2021-03-27,Delhi,195174,94171.0,121
2021-03-28,Delhi,195385,94374.0,121
2021-03-29,Delhi,196085,94821.0,121
2021-03-30,Delhi,196810,95381.0,121
2021-03-31,Delhi,197430,95960.0,121
2021-04-01,Delhi,197676,96037.0,121
2021-04-02,Delhi,198300,96402.0,121
2021-04-03,Delhi,198833,96928.0,121
2021-04-04,Delhi,199367,96975.0,121
2021-04-05,Delhi,200281,97703.0,121
2021-04-06,Delhi,200571,97878.0,121
2021-04-07,Delhi,200966,97924.0,121
2021-04-08,Delhi,201309,98163.0,121
2021-04-09,Delhi,201949,98649.0,121
2021-04-10,Delhi,202583,98734.0,121
2021-04-11,,203200,98902.0,121
2021-04-12,Delhi,203784,99101.0,121
2021-04-13,Delhi,204428,99555.0,121
2021-04-14,Delhi,204559,99600.0,129
2021-04-15,Delhi,205053,,129
2021-04-16,Delhi,205570,99965.0,129
2021-04-17,Delhi,206026,100189.0,129
2021-04-18,Delhi,206877,100488.0,129
2021-04-19,Delhi,207052,100658.0,129
2021-04-20,Delhi,207348,100839.0,129
2021-04-21,Delhi,207968,101328.0,129
2021-04-22,Delhi,208039,101336.0,129
2021-04-23,Delhi,208254,101341.0,129
2021-04-24,Delhi,208602,101661.0,129
2021-04-25,Delhi,209594,102362.0,129
2021-04-26,Delhi,209847,102442.0,129
2021-04-27,Delhi,210751,102761.0,129
2021-04-28,Delhi,211262,102993.0,129
2021-04-29,Delhi,211661,103313.0,129
2021-04-30,Delhi,212523,104168.0,129
2021-05-01,Delhi,212982,104315.0,129
2021-05-02,Delhi,213083,104403.0,129
2021-05-03,Delhi,unknown,104837.0,129
2021-05-04,Delhi,214342,105142.0,129
2021-05-05,Delhi,215245,105923.0,129
2021-05-06,Delhi,215748,106352.0,129
2021-05-07,Delhi,216214,106588.0,129
2021-05-08,Delhi,216568,106673.0,129
2021-05-09,Delhi,217064,107092.0,129
N/A,Delhi,217541,107108.0,129
2021-05-11,Delhi,217572,107136.0,129
2021-05-12,Delhi,217805,107358.0,129
2021-05-13,Delhi,218513,107793.0,129
2021-05-14,Delhi,218886,107886.0,129
2021-05-15,Delhi,218970,107910.0,129
2021-05-16,Delhi,219868,108119.0,129
2021-05-17,Delhi,219878,108128.0,129
2021-05-18,Delhi,219969,108141.0,129
2021-05-19,Delhi,220051,108163.0,129
2021-05-20,Delhi,220678,108775.0,129
2021-05-21,Delhi,221646,109273.0,129
2021-05-22,Delhi,222309,109704.0,129
2021-05-23,Delhi,222428,,129
2021-05-24,Delhi,222606,109731.0,129
2021-05-25,Delhi,222914,109860.0,129
2021-05-26,Delhi,223717,110442.0,129
2021-05-27,Delhi,224166,110559.0,132
2021-05-28,Delhi,224406,110667.0,132
2021-05-29,Delhi,225002,110891.0,132
2021-05-30,Delhi,225916,111269.0,132
2021-05-31,Delhi,225976,111291.0,132
2021-06-01,Delhi,226799,111502.0,132
2021-06-02,Delhi,227690,112212.0,132
2021-06-03,Delhi,227813,112245.0,132
2021-06-04,Delhi,228764,112640.0,132
2021-06-05,Delhi,229357,112805.0,132
2021-06-06,Delhi,unknown,113257.0,132
2021-06-07,Delhi,unknown,113546.0,132
2021-06-08,Delhi,231332,113761.0,132
2021-06-09,Delhi,232201,113859.0,140
2021-06-10,Delhi,232572,114182.0,140
2021-06-11,Delhi,232688,114227.0,140
2021-06-12,Delhi,233611,114658.0,140
2021-06-13,Delhi,233804,114771.0,149
2021-06-14,Delhi,234634,115088.0,149
2021-06-15,Delhi,234956,115350.0,149
2021-06-16,Delhi,235629,,149
2021-06-17,Delhi,235855,115849.0,149
2021-06-18,Delhi,236498,116014.0,149
2021-06-19,Delhi,237249,116591.0,149
2021-06-20,Delhi,238232,117104.0,156
2021-06-21,Delhi,238889,117152.0,156
2021-06-22,Delhi,239560,117651.0,156
2021-06-23,Delhi,240430,118234.0,156
2021-06-24,Delhi,240959,118643.0,156
2021-06-25,Delhi,241013,118646.0,156
2021-06-26,Delhi,241029,118662.0,156
2021-06-27,Delhi,241462,118741.0,156
2021-06-28,Delhi,242445,119135.0,156
2021-06-29,Delhi,242749,119370.0,156
2021-06-30,Delhi,243397,119687.0,156
2020-03-01,Tamil Nadu,103,16.0,0
2020-03-02,Tamil Nadu,1037,262.0,0
2020-03-03,Tamil Nadu,1156,281.0,0
2020-03-04,Tamil Nadu,1748,313.0,0
2020-03-05,Tamil Nadu,2621,920.0,0
2020-03-06,Tamil Nadu,2774,951.0,0
2020-03-07,Tamil Nadu,3306,1232.0,0
2020-03-08,Tamil Nadu,3939,1577.0,0
2020-03-09,Tamil Nadu,4005,1588.0,0
2020-03-10,Tamil Nadu,4347,1918.0,0
2020-03-11,Tamil Nadu,4703,2014.0,0
2020-03-12,Tamil Nadu,4836,2147.0,0
2020-03-13,Tamil Nadu,5775,3044.0,0
2020-03-14,Tamil Nadu,6205,3220.0,0
2020-03-15,Tamil Nadu,6631,3645.0,0
2020-03-16,Tamil Nadu,7592,4592.0,0
2020-03-17,Tamil Nadu,8118,4997.0,0
2020-03-18,Tamil Nadu,8233,5018.0,0
2020-03-19,Tamil Nadu,8863,5620.0,0
2020-03-20,Tamil Nadu,9012,5732.0,0
2020-03-21,Tamil Nadu,9909,6174.0,0
2020-03-22,Tamil Nadu,9988,6188.0,0
2020-03-23,Tamil Nadu,10511,6443.0,1
2020-03-24,Tamil Nadu,10738,6537.0,1
2020-03-25,Tamil Nadu,10868,6632.0,1
2020-03-26,Tamil Nadu,11213,6862.0,1
2020-03-27,Tamil Nadu,12175,7764.0,1
2020-03-28,Tamil Nadu,12825,8065.0,1
2020-03-29,Tamil Nadu,13040,8084.0,1
2020-03-30,Tamil Nadu,13214,8159.0,7
2020-03-31,Tamil Nadu,13347,8185.0,7
2020-04-01,Tamil Nadu,14300,8291.0,7
2020-04-02,Tamil Nadu,14693,8511.0,7
2020-04-03,Tamil Nadu,14706,8520.0,7
2020-04-04,Tamil Nadu,15334,8622.0,7
2020-04-05,Tamil Nadu,16184,9462.0,7
2020-04-06,Tamil Nadu,16255,9521.0,7
2020-04-07,Tamil Nadu,16841,9613.0,7
2020-04-08,Tamil Nadu,17427,9804.0,7
2020-04-09,Tamil Nadu,17806,9867.0,7
2020-04-10,Tamil Nadu,18005,9936.0,-1
2020-04-11,Tamil Nadu,18204,9958.0,7
2020-04-12,Tamil Nadu,18819,10428.0,7
2020-04-13,Tamil Nadu,19439,10675.0,7
2020-04-14,Tamil Nadu,19602,10706.0,7
2020-04-15,,20212,10828.0,7
2020-04-16,Tamil Nadu,21141,11271.0,7
2020-04-17,Tamil Nadu,21750,11374.0,7
2020-04-18,Tamil Nadu,22026,11422.0,7
2020-04-19,Tamil Nadu,22310,11591.0,7
2020-04-20,Tamil Nadu,22797,11745.0,-1
2020-04-21,Tamil Nadu,23701,12648.0,7
2020-04-22,Tamil Nadu,24372,12991.0,7
2020-04-23,Tamil Nadu,24493,13009.0,7
2020-04-24,Tamil Nadu,25378,13625.0,7
N/A,Tamil Nadu,25420,13639.0,7
2020-04-26,Tamil Nadu,26407,14027.0,7
2020-04-27,Tamil Nadu,27269,14264.0,7
2020-04-28,Tamil Nadu,27914,14509.0,7
2020-04-29,Tamil Nadu,28782,14814.0,7
2020-04-30,Tamil Nadu,29359,14857.0,7
2020-05-01,Tamil Nadu,29659,14922.0,7
2020-05-02,Tamil Nadu,30555,,13
2020-05-03,Tamil Nadu,31074,15833.0,13
2020-05-04,Tamil Nadu,31888,16208.0,13
2020-05-05,Tamil Nadu,32507,16805.0,13
2020-05-06,Tamil Nadu,32597,16817.0,13
2020-05-07,Tamil Nadu,32861,16878.0,23
2020-05-08,Tamil Nadu,unknown,16938.0,23
2020-05-09,Tamil Nadu,33249,17155.0,23
2020-05-10,Tamil Nadu,33626,17461.0,23
2020-05-11,Tamil Nadu,33747,17546.0,23
2020-05-12,Tamil Nadu,33973,17614.0,23
2020-05-13,Tamil Nadu,34825,17755.0,23
2020-05-14,Tamil Nadu,35018,17875.0,23
2020-05-15,,35286,18141.0,23
2020-05-16,Tamil Nadu,35823,18521.0,23
2020-05-17,Tamil Nadu,36425,18989.0,23
2020-05-18,Tamil Nadu,37286,19144.0,23
2020-05-19,Tamil Nadu,37473,19205.0,23
2020-05-20,Tamil Nadu,37969,19456.0,23
2020-05-21,Tamil Nadu,38072,19460.0,23
2020-05-22,Tamil Nadu,38976,20252.0,23
2020-05-23,Tamil Nadu,39436,20476.0,23
2020-05-24,Tamil Nadu,39769,20597.0,23
2020-05-25,Tamil Nadu,40628,20876.0,23
2020-05-26,Tamil Nadu,41126,20919.0,23
2020-05-27,Tamil Nadu,41198,20934.0,23
2020-05-28,Tamil Nadu,42126,21662.0,23
2020-05-29,Tamil Nadu,43092,22411.0,23
2020-05-30,Tamil Nadu,43666,22886.0,23
2020-05-31,Tamil Nadu,43971,23087.0,23
2020-06-01,Tamil Nadu,44835,23571.0,23
2020-06-02,Tamil Nadu,44901,,23
2020-06-03,Tamil Nadu,45751,23875.0,23
2020-06-04,Tamil Nadu,45977,24079.0,23
2020-06-05,Tamil Nadu,46221,24168.0,23
2020-06-06,Tamil Nadu,47116,24714.0,23
2020-06-07,Tamil Nadu,47731,24826.0,23
2020-06-08,Tamil Nadu,48542,24940.0,23
2020-06-09,Tamil Nadu,49003,25272.0,23
2020-06-10,Tamil Nadu,49785,25765.0,23
2020-06-11,Tamil Nadu,49884,25794.0,23
2020-06-12,Tamil Nadu,50020,25877.0,23
2020-06-13,Tamil Nadu,50639,26292.0,23
2020-06-14,Tamil Nadu,51602,27001.0,23
2020-06-15,Tamil Nadu,51960,27045.0,23
2020-06-16,Tamil Nadu,52199,27219.0,23
2020-06-17,Tamil Nadu,52699,27405.0,33
2020-06-18,Tamil Nadu,53690,27572.0,33
2020-06-19,Tamil Nadu,54059,27584.0,33
2020-06-20,Tamil Nadu,54618,27739.0,33
2020-06-21,Tamil Nadu,55139,27983.0,33
2020-06-22,Tamil Nadu,55815,28445.0,38
2020-06-23,Tamil Nadu,55830,28453.0,38
2020-06-24,Tamil Nadu,56417,28719.0,38
2020-06-25,Tamil Nadu,57387,29315.0,38
2020-06-26,Tamil Nadu,57410,29321.0,38
2020-06-27,Tamil Nadu,58063,29785.0,38
2020-06-28,Tamil Nadu,58947,30208.0,38
2020-06-29,Tamil Nadu,59308,30228.0,38
2020-06-30,Tamil Nadu,59835,30448.0,38
2020-07-01,Tamil Nadu,60457,30812.0,38
2020-07-02,Tamil Nadu,60888,30840.0,38
2020-07-03,Tamil Nadu,61432,31167.0,38
2020-07-04,Tamil Nadu,61628,31175.0,48
2020-07-05,Tamil Nadu,61718,31245.0,48
2020-07-06,Tamil Nadu,61794,31291.0,48
2020-07-07,Tamil Nadu,62778,31580.0,48
2020-07-08,Tamil Nadu,63613,32218.0,48
2020-07-09,Tamil Nadu,64118,32626.0,48
2020-07-10,Tamil Nadu,64382,32771.0,48
2020-07-11,Tamil Nadu,65222,32914.0,48
2020-07-12,Tamil Nadu,65524,32944.0,48
2020-07-13,Tamil Nadu,65831,33238.0,-1
2020-07-14,Tamil Nadu,66053,33438.0,48
2020-07-15,Tamil Nadu,66587,33558.0,48
2020-07-16,Tamil Nadu,67327,33812.0,48
2020-07-17,Tamil Nadu,68185,34572.0,48
2020-07-18,Tamil Nadu,68505,34691.0,48
2020-07-19,Tamil Nadu,69074,35252.0,48
2020-07-20,Tamil Nadu,69514,35546.0,48
2020-07-21,Tamil Nadu,70181,35588.0,48
2020-07-22,Tamil Nadu,70344,35677.0,48
2020-07-23,Tamil Nadu,71207,36166.0,48
2020-07-24,Tamil Nadu,71803,36515.0,48
2020-07-25,Tamil Nadu,72608,37119.0,48
2020-07-26,Tamil Nadu,73052,37490.0,53
2020-07-27,Tamil Nadu,73951,38310.0,54
2020-07-28,Tamil Nadu,74934,38998.0,54
2020-07-29,Tamil Nadu,75181,39056.0,54
2020-07-30,Tamil Nadu,76027,39871.0,54
2020-07-31,Tamil Nadu,76620,40030.0,54
2020-08-01,Tamil Nadu,77483,40729.0,54
2020-08-02,Tamil Nadu,77964,40771.0,54
2020-08-03,Tamil Nadu,78311,40908.0,54
2020-08-04,Tamil Nadu,79203,41035.0,54
2020-08-05,Tamil Nadu,79810,41136.0,54
2020-08-06,Tamil Nadu,80177,41191.0,54
2020-08-07,Tamil Nadu,80832,41279.0,54
2020-08-08,Tamil Nadu,81431,41518.0,54
2020-08-09,Tamil Nadu,82324,41836.0,60
2020-08-10,Tamil Nadu,82581,42021.0,60
2020-08-11,Tamil Nadu,83170,42510.0,69
2020-08-12,Tamil Nadu,83244,42556.0,69
2020-08-13,Tamil Nadu,83929,42763.0,76
2020-08-14,Tamil Nadu,84292,43120.0,76
2020-08-15,Tamil Nadu,84924,43217.0,76
2020-08-16,Tamil Nadu,85447,43531.0,76
2020-08-17,Tamil Nadu,86314,44373.0,76
2020-08-18,Tamil Nadu,86549,44461.0,76
2020-08-19,Tamil Nadu,unknown,44476.0,76
2020-08-20,Tamil Nadu,87345,45224.0,76
2020-08-21,Tamil Nadu,87700,45501.0,76
2020-08-22,Tamil Nadu,87747,45537.0,76
2020-08-23,Tamil Nadu,88480,46003.0,76
2020-08-24,Tamil Nadu,88829,46344.0,76
2020-08-25,Tamil Nadu,89189,46430.0,76
2020-08-26,Tamil Nadu,89319,46507.0,76
2020-08-27,Tamil Nadu,89864,46839.0,76
2020-08-28,Tamil Nadu,90223,47077.0,76
2020-08-29,Tamil Nadu,90707,47464.0,76
2020-08-30,Tamil Nadu,unknown,47830.0,76
2020-08-31,Tamil Nadu,91873,,76
2020-09-01,Tamil Nadu,92563,48452.0,76
2020-09-02,Tamil Nadu,92603,48457.0,76
2020-09-03,Tamil Nadu,92875,48709.0,76
2020-09-04,Tamil Nadu,93761,49280.0,81
2020-09-05,Tamil Nadu,93940,49443.0,81
2020-09-06,Tamil Nadu,94939,49868.0,81
2020-09-07,Tamil Nadu,95713,50315.0,81
2020-09-08,Tamil Nadu,96461,50862.0,81
2020-09-09,Tamil Nadu,96744,51098.0,81
2020-09-10,Tamil Nadu,96894,51227.0,81
2020-09-11,Tamil Nadu,97504,51587.0,81
2020-09-12,Tamil Nadu,98178,52027.0,81
2020-09-13,Tamil Nadu,98665,52503.0,81
2020-09-14,Tamil Nadu,99400,,81
2020-09-15,Tamil Nadu,100270,53456.0,81
2020-09-16,Tamil Nadu,100650,53798.0,84
2020-09-17,Tamil Nadu,100899,53955.0,84
2020-09-18,Tamil Nadu,101788,54074.0,84
2020-09-19,Tamil Nadu,102190,54349.0,84
2020-09-20,Tamil Nadu,102409,54467.0,84
2020-09-21,Tamil Nadu,103156,55083.0,84
2020-09-22,Tamil Nadu,103321,55225.0,84
2020-09-23,Tamil Nadu,103648,55409.0,84
2020-09-24,Tamil Nadu,104040,55790.0,84
2020-09-25,Tamil Nadu,104887,56487.0,84
2020-09-26,Tamil Nadu,105026,56574.0,84
2020-09-27,Tamil Nadu,105502,56675.0,84
2020-09-28,Tamil Nadu,105750,56817.0,84
2020-09-29,Tamil Nadu,106068,57023.0,84
2020-09-30,Tamil Nadu,106576,57470.0,92
2020-10-01,Tamil Nadu,106694,57522.0,95
2020-10-02,Tamil Nadu,unknown,57536.0,95
2020-10-03,Tamil Nadu,107534,57779.0,95
2020-10-04,Tamil Nadu,107811,57908.0,95
2020-10-05,Tamil Nadu,108779,58265.0,95
2020-10-06,Tamil Nadu,109138,58610.0,95
2020-10-07,Tamil Nadu,109718,58703.0,95
2020-10-08,Tamil Nadu,110453,59203.0,95
2020-10-09,Tamil Nadu,110527,59229.0,95
2020-10-10,Tamil Nadu,111497,59281.0,95
2020-10-11,Tamil Nadu,112185,59495.0,104
2020-10-12,Tamil Nadu,112741,59548.0,-1
2020-10-13,Tamil Nadu,113047,,104
2020-10-14,Tamil Nadu,113258,59873.0,104
2020-10-15,Tamil Nadu,113334,59917.0,104
2020-10-16,Tamil Nadu,114174,60154.0,104
2020-10-17,Tamil Nadu,114208,60180.0,104
2020-10-18,Tamil Nadu,114244,60196.0,104
2020-10-19,Tamil Nadu,114865,60255.0,104
2020-10-20,Tamil Nadu,115129,60391.0,104
2020-10-21,Tamil Nadu,115823,60769.0,104
2020-10-22,Tamil Nadu,116713,60817.0,104
2020-10-23,Tamil Nadu,117308,61368.0,104
2020-10-24,Tamil Nadu,117579,61453.0,104
2020-10-25,Tamil Nadu,unknown,61949.0,104
2020-10-26,Tamil Nadu,119265,62027.0,104
2020-10-27,Tamil Nadu,119657,62255.0,104
2020-10-28,Tamil Nadu,119920,62422.0,104
2020-10-29,Tamil Nadu,119996,62444.0,104
2020-10-30,Tamil Nadu,120078,62496.0,104
2020-10-31,Tamil Nadu,120751,63115.0,104
2020-11-01,Tamil Nadu,121135,63438.0,104
2020-11-02,Tamil Nadu,122135,63855.0,104
2020-11-03,Tamil Nadu,122619,63896.0,104
2020-11-04,Tamil Nadu,122941,63918.0,104
2020-11-05,Tamil Nadu,123642,64233.0,114
2020-11-06,Tamil Nadu,124225,64350.0,114
2020-11-07,Tamil Nadu,124865,64520.0,114
2020-11-08,Tamil Nadu,124976,64531.0,114
2020-11-09,Tamil Nadu,125946,65085.0,114
2020-11-10,Tamil Nadu,126475,65261.0,114
2020-11-11,Tamil Nadu,127399,65825.0,114
2020-11-12,Tamil Nadu,unknown,66084.0,114
2020-11-13,Tamil Nadu,128226,66158.0,114
2020-11-14,Tamil Nadu,128272,66201.0,114
2020-11-15,Tamil Nadu,129125,66876.0,-1
2020-11-16,Tamil Nadu,129360,66881.0,114
2020-11-17,Tamil Nadu,129658,67058.0,114
2020-11-18,Tamil Nadu,130292,67385.0,-1
2020-11-19,Tamil Nadu,131244,68194.0,114
2020-11-20,Tamil Nadu,unknown,69008.0,114
2020-11-21,Tamil Nadu,132591,69246.0,119
2020-11-22,Tamil Nadu,133474,69670.0,119
2020-11-23,Tamil Nadu,134035,69889.0,119
2020-11-24,Tamil Nadu,134800,,119
2020-11-25,Tamil Nadu,135396,70206.0,119
2020-11-26,Tamil Nadu,135497,70227.0,119
2020-11-27,Tamil Nadu,136126,70814.0,119
2020-11-28,,136910,,119
2020-11-29,Tamil Nadu,137876,71539.0,119
2020-11-30,Tamil Nadu,137982,71623.0,119
2020-12-01,Tamil Nadu,138708,71838.0,119
2020-12-02,Tamil Nadu,139225,72103.0,119
2020-12-03,Tamil Nadu,139987,72374.0,119
2020-12-04,Tamil Nadu,140377,72428.0,119
2020-12-05,Tamil Nadu,140539,72564.0,119
2020-12-06,Tamil Nadu,140900,72814.0,119
2020-12-07,Tamil Nadu,141166,72991.0,119
2020-12-08,Tamil Nadu,141745,73419.0,119
2020-12-09,Tamil Nadu,141846,73420.0,123
2020-12-10,Tamil Nadu,141998,73502.0,123
2020-12-11,Tamil Nadu,142862,73578.0,123
2020-12-12,Tamil Nadu,143537,73878.0,123
2020-12-13,Tamil Nadu,144240,73964.0,123
2020-12-14,Tamil Nadu,144371,74000.0,123
2020-12-15,Tamil Nadu,145024,74122.0,123
2020-12-16,Tamil Nadu,145071,74133.0,123
2020-12-17,Tamil Nadu,145483,74200.0,123
2020-12-18,Tamil Nadu,146255,74737.0,123
2020-12-19,Tamil Nadu,146723,74909.0,123
2020-12-20,Tamil Nadu,147526,75297.0,123
2020-12-21,Tamil Nadu,148103,75827.0,123
2020-12-22,Tamil Nadu,148942,76364.0,131
2020-12-23,Tamil Nadu,149556,76869.0,131
2020-12-24,Tamil Nadu,150300,76871.0,131
2020-12-25,Tamil Nadu,150348,76881.0,131
2020-12-26,Tamil Nadu,150920,77009.0,131
2020-12-27,Tamil Nadu,151410,77144.0,131
2020-12-28,Tamil Nadu,151765,77383.0,131
2020-12-29,Tamil Nadu,152763,77858.0,135
2020-12-30,Tamil Nadu,153607,78350.0,135
2020-12-31,Tamil Nadu,154137,78388.0,135
2021-01-01,Tamil Nadu,unknown,78991.0,135
2021-01-02,Tamil Nadu,155105,79015.0,135
2021-01-03,Tamil Nadu,155192,79018.0,135
2021-01-04,Tamil Nadu,155377,79104.0,135
2021-01-05,Tamil Nadu,155766,79267.0,135
2021-01-06,Tamil Nadu,155960,79444.0,135
2021-01-07,Tamil Nadu,156359,79586.0,135
2021-01-08,Tamil Nadu,157279,80314.0,135
2021-01-09,Tamil Nadu,157521,80320.0,135
2021-01-10,Tamil Nadu,157800,80521.0,135
2021-01-11,Tamil Nadu,157831,80538.0,135
2021-01-12,Tamil Nadu,157982,80605.0,135
N/A,Tamil Nadu,158182,80638.0,135
2021-01-14,Tamil Nadu,159061,80982.0,135
2021-01-15,Tamil Nadu,159486,,135
2021-01-16,Tamil Nadu,160439,81294.0,135
2021-01-17,Tamil Nadu,161378,81350.0,135
2021-01-18,Tamil Nadu,162311,81884.0,135
2021-01-19,Tamil Nadu,162316,81884.0,135
2021-01-20,Tamil Nadu,162468,81957.0,135
2021-01-21,Tamil Nadu,163146,82022.0,135
2021-01-22,Tamil Nadu,164104,82274.0,135
2021-01-23,Tamil Nadu,164655,82559.0,135
2021-01-24,Tamil Nadu,164769,82649.0,135
2021-01-25,Tamil Nadu,165642,82977.0,135
2021-01-26,Tamil Nadu,166144,83429.0,140
2021-01-27,Tamil Nadu,166701,83747.0,140
2021-01-28,Tamil Nadu,167571,83849.0,140
2021-01-29,Tamil Nadu,168331,84499.0,140
2021-01-30,Tamil Nadu,168494,84586.0,140
2021-01-31,Tamil Nadu,169162,84938.0,140
2021-02-01,Tamil Nadu,169690,85262.0,140
2021-02-02,Tamil Nadu,170651,86196.0,140
2021-02-03,Tamil Nadu,171421,,140
2021-02-04,Tamil Nadu,171458,86443.0,140
2021-02-05,Tamil Nadu,171655,86607.0,140
2021-02-06,Tamil Nadu,172389,87049.0,144
2021-02-07,Tamil Nadu,172403,87055.0,144
2021-02-08,Tamil Nadu,172950,87077.0,144
2021-02-09,Tamil Nadu,173674,87356.0,144
2021-02-10,Tamil Nadu,174538,87853.0,144
2021-02-11,Tamil Nadu,175072,88086.0,144
2021-02-12,Tamil Nadu,175233,88130.0,144
2021-02-13,Tamil Nadu,175358,88212.0,144
2021-02-14,Tamil Nadu,175653,88417.0,144
2021-02-15,Tamil Nadu,176253,88623.0,144
2021-02-16,Tamil Nadu,177099,89413.0,144
2021-02-17,Tamil Nadu,177950,89602.0,144
2021-02-18,Tamil Nadu,178528,89947.0,144
2021-02-19,Tamil Nadu,178571,89962.0,144
2021-02-20,Tamil Nadu,179367,90222.0,144
2021-02-21,Tamil Nadu,179427,90279.0,144
2021-02-22,Tamil Nadu,179800,90480.0,144
2021-02-23,Tamil Nadu,180541,90735.0,144
2021-02-24,Tamil Nadu,180713,90892.0,149
2021-02-25,Tamil Nadu,180828,90903.0,149
2021-02-26,Tamil Nadu,181114,91176.0,149
2021-02-27,Tamil Nadu,181253,91269.0,149
2021-02-28,Tamil Nadu,182073,91651.0,149
2021-03-01,Tamil Nadu,182559,91849.0,149
2021-03-02,Tamil Nadu,183164,91904.0,149
2021-03-03,Tamil Nadu,183839,92264.0,149
2021-03-04,Tamil Nadu,184264,92371.0,149
2021-03-05,Tamil Nadu,184360,92435.0,149
2021-03-06,Tamil Nadu,185115,92902.0,149
2021-03-07,Tamil Nadu,185345,93063.0,149
2021-03-08,Tamil Nadu,185433,93080.0,149
2021-03-09,Tamil Nadu,186332,93627.0,149
2021-03-10,Tamil Nadu,unknown,93793.0,149
2021-03-11,Tamil Nadu,188015,94156.0,149
2021-03-12,Tamil Nadu,188515,94577.0,149
