Date,State,Confirmed,Recovered,Deceased,Active,Daily New,7-Day Avg
2020-03-16,Gujarat,8380.0,3479.0,5,4896.0,653.0,338.0
2020-03-17,Gujarat,9036.0,3637.0,5,5394.0,656.0,426.42857142857144
2020-03-18,Gujarat,9363.0,3964.0,5,5394.0,327.0,467.42857142857144
2020-03-19,Gujarat,9453.0,4036.0,5,5412.0,90.0,412.85714285714283
2020-03-20,Gujarat,10450.0,4927.0,5,5518.0,997.0,454.42857142857144
2020-03-21,Gujarat,11356.0,5357.0,5,5994.0,906.0,571.0
2020-03-22,Gujarat,12246.0,5939.0,5,6302.0,890.0,645.5714285714286
2020-03-23,Gujarat,12804.0,6356.0,5,6443.0,558.0,632.0
2020-03-24,Gujarat,13751.0,7243.0,5,6503.0,947.0,673.5714285714286
2020-03-25,Gujarat,14066.0,7328.0,5,6733.0,315.0,671.8571428571429
2020-03-26,Gujarat,14560.0,7512.0,6,7042.0,494.0,729.5714285714286
2020-03-27,Gujarat,15516.0,7711.0,6,7799.0,956.0,723.7142857142857
2020-03-28,Gujarat,16021.0,7864.0,6,8151.0,505.0,666.4285714285714
2020-03-29,Gujarat,16070.0,7913.0,6,8151.0,49.0,546.2857142857143
2020-03-30,Gujarat,16769.0,8170.0,6,8593.0,699.0,566.4285714285714
2020-03-31,Gujarat,16884.0,8254.0,6,8624.0,115.0,447.57142857142856
2020-04-01,Gujarat,17645.0,8678.0,6,8961.0,761.0,511.2857142857143
2020-04-02,Gujarat,17933.0,8736.0,6,9191.0,288.0,481.85714285714283
2020-04-03,Gujarat,18839.0,8807.0,6,10026.0,906.0,474.7142857142857
2020-04-04,Gujarat,19098.0,8924.0,12,10162.0,259.0,439.57142857142856
2020-04-06,Gujarat,19954.0,9685.0,12,10257.0,856.0,554.8571428571429
2020-04-07,Gujarat,20396.0,9818.0,12,10566.0,442.0,518.1428571428571
2020-04-08,Gujarat,20620.0,9839.0,12,10769.0,224.0,533.7142857142857
2020-04-09,Gujarat,21441.0,10132.0,12,11297.0,821.0,542.2857142857143
2020-04-10,Gujarat,21527.0,10211.0,12,11304.0,86.0,513.4285714285714
2020-04-11,Gujarat,22515.0,10952.0,12,11551.0,988.0,525.1428571428571
2020-04-12,Gujarat,22696.0,11021.0,12,11663.0,181.0,514.0
2020-04-13,Gujarat,23500.0,11399.0,12,12089.0,804.0,506.57142857142856
2020-04-14,Gujarat,24363.0,11753.0,12,12598.0,863.0,566.7142857142857
2020-04-15,Gujarat,25321.0,12465.0,12,12844.0,958.0,671.5714285714286
2020-04-16,Gujarat,25832.0,12843.0,12,12977.0,511.0,627.2857142857143
2020-04-17,Gujarat,26188.0,12879.0,12,13297.0,356.0,665.8571428571429
2020-04-18,Gujarat,27071.0,13682.0,12,13377.0,883.0,650.8571428571429
2020-04-19,Gujarat,27998.0,14499.0,12,13487.0,927.0,757.4285714285714
2020-04-20,Gujarat,28992.0,14805.0,12,14175.0,994.0,784.5714285714286
2020-04-21,Gujarat,29090.0,14866.0,12,14212.0,98.0,675.2857142857143
2020-04-22,Gujarat,29832.0,15164.0,12,14656.0,742.0,644.4285714285714
2020-04-23,Gujarat,30191.0,15196.0,12,14983.0,359.0,622.7142857142857
2020-04-24,Gujarat,31125.0,15545.0,12,15568.0,934.0,705.2857142857143
2020-04-25,Gujarat,31143.0,15562.0,12,15569.0,18.0,581.7142857142857
2020-04-26,Gujarat,31708.0,15588.0,12,16108.0,565.0,530.0
2020-04-27,Gujarat,32400.0,15663.0,12,16725.0,692.0,486.85714285714283
2020-04-28,Gujarat,32963.0,16131.0,12,16820.0,563.0,553.2857142857143
2020-04-29,Gujarat,33702.0,16754.0,12,16936.0,739.0,552.8571428571429
2020-04-30,Gujarat,34353.0,17349.0,12,16992.0,651.0,594.5714285714286
2020-05-01,Gujarat,35076.0,17789.0,12,17275.0,723.0,564.4285714285714
2020-05-02,Gujarat,35906.0,18191.0,12,17703.0,830.0,680.4285714285714
2020-05-03,Gujarat,36329.0,18384.0,12,17933.0,423.0,660.1428571428571
2020-05-04,Gujarat,37207.0,19092.0,12,18103.0,878.0,686.7142857142857
2020-05-05,Gujarat,37799.0,19261.0,12,18526.0,592.0,690.8571428571429
2020-05-06,Gujarat,38741.0,19438.0,12,19291.0,942.0,719.8571428571429
2020-05-07,Gujarat,38981.0,19543.0,0,19438.0,240.0,661.1428571428571
2020-05-08,Gujarat,0.0,19558.0,12,-19570.0,-38981.0,-5010.857142857143
2020-05-09,Gujarat,39218.0,19621.0,12,19585.0,39218.0,473.14285714285717
2020-05-10,Gujarat,39456.0,19718.0,12,19726.0,238.0,446.7142857142857
2020-05-11,Gujarat,40307.0,20013.0,12,20282.0,851.0,442.85714285714283
2020-05-12,Gujarat,41044.0,20192.0,12,20840.0,737.0,463.57142857142856
2020-05-13,Gujarat,41108.0,20203.0,12,20893.0,64.0,338.14285714285717
2020-05-14,Gujarat,41751.0,20720.0,12,21019.0,643.0,395.7142857142857
2020-05-15,Gujarat,42200.0,20747.0,12,21441.0,449.0,6028.571428571428
2020-05-16,Gujarat,42354.0,20796.0,16,21542.0,154.0,448.0
2020-05-17,Gujarat,42501.0,20883.0,16,21602.0,147.0,435.0
2020-05-18,Gujarat,43022.0,21393.0,16,21613.0,521.0,387.85714285714283
2020-05-19,Gujarat,43711.0,21560.0,16,22135.0,689.0,381.0
2020-05-20,Gujarat,43950.0,0.0,16,43934.0,239.0,406.0
2020-05-21,Gujarat,44095.0,21724.0,16,22355.0,145.0,334.85714285714283
2020-05-22,Gujarat,44390.0,21809.0,16,22565.0,295.0,312.85714285714283
2020-05-23,Gujarat,44645.0,22026.0,16,22603.0,255.0,327.2857142857143
2020-05-24,Gujarat,45581.0,22520.0,16,23045.0,936.0,440.0
2020-05-26,Gujarat,46597.0,22671.0,16,23910.0,1016.0,510.7142857142857
2020-05-27,Gujarat,46675.0,22725.0,16,23934.0,78.0,423.42857142857144
2020-05-28,Gujarat,47407.0,23181.0,16,24210.0,732.0,493.85714285714283
2020-05-29,Gujarat,48168.0,23814.0,16,24338.0,761.0,581.8571428571429
2020-05-30,Gujarat,48208.0,23830.0,16,24362.0,40.0,545.4285714285714
2020-05-31,Gujarat,48502.0,24017.0,16,24469.0,294.0,551.0
2020-06-01,Gujarat,48701.0,24198.0,16,24487.0,199.0,445.7142857142857
2020-06-02,Gujarat,49060.0,24221.0,16,24823.0,359.0,351.85714285714283
2020-06-03,Gujarat,49955.0,25039.0,16,24900.0,895.0,468.57142857142856
2020-06-04,Gujarat,50897.0,25716.0,16,25165.0,942.0,498.57142857142856
2020-06-05,Gujarat,51780.0,26250.0,16,25514.0,883.0,516.0
2020-06-06,Gujarat,52377.0,26699.0,16,25662.0,597.0,595.5714285714286
2020-06-07,Gujarat,53016.0,27226.0,16,25774.0,639.0,644.8571428571429
2020-06-09,Gujarat,53635.0,27637.0,16,25982.0,619.0,704.8571428571429
2020-06-10,Gujarat,54038.0,27707.0,16,26315.0,403.0,711.1428571428571
2020-06-11,Gujarat,54247.0,27752.0,16,26479.0,209.0,613.1428571428571
2020-06-12,Gujarat,54331.0,0.0,16,54315.0,84.0,490.57142857142856
2020-06-13,Gujarat,54467.0,27811.0,16,26640.0,136.0,383.85714285714283
2020-06-14,Gujarat,54467.0,27811.0,16,26640.0,0.0,298.57142857142856
2020-06-15,Gujarat,55205.0,27901.0,16,27288.0,738.0,312.7142857142857
2020-06-16,Gujarat,55255.0,27901.0,16,27338.0,50.0,231.42857142857142
2020-06-17,Gujarat,55629.0,28216.0,16,27397.0,374.0,227.28571428571428
2020-06-18,Gujarat,56316.0,28737.0,16,27563.0,687.0,295.57142857142856
2020-06-19,Gujarat,56847.0,29033.0,16,27798.0,531.0,359.42857142857144
2020-06-20,Gujarat,57221.0,29281.0,16,27924.0,374.0,393.42857142857144
2020-06-21,Gujarat,58114.0,0.0,16,58098.0,893.0,521.0
2020-06-22,Gujarat,59046.0,30183.0,16,28847.0,932.0,548.7142857142857
2020-06-23,Gujarat,59280.0,30276.0,16,28988.0,234.0,575.0
2020-06-24,Gujarat,59799.0,30285.0,22,29492.0,519.0,595.7142857142857
2020-06-25,Gujarat,60211.0,30643.0,22,29546.0,412.0,556.4285714285714
2020-06-26,Gujarat,60756.0,31054.0,22,29680.0,545.0,558.4285714285714
2020-06-27,Gujarat,61117.0,31300.0,22,29795.0,361.0,556.5714285714286
2020-06-29,Gujarat,62350.0,31975.0,22,30353.0,1233.0,605.1428571428571
2020-06-30,Gujarat,0.0,32505.0,22,-32527.0,-62350.0,-8435.142857142857
2020-07-01,Gujarat,63880.0,33292.0,22,30566.0,63880.0,657.1428571428571
2020-07-02,Gujarat,64139.0,33321.0,22,30796.0,259.0,620.0
2020-07-03,Gujarat,64581.0,33341.0,22,31218.0,442.0,624.2857142857143
2020-07-04,Gujarat,65441.0,33733.0,24,31684.0,860.0,669.2857142857143
2020-07-05,Gujarat,66244.0,34367.0,24,31853.0,803.0,732.4285714285714
2020-07-06,Gujarat,66503.0,34428.0,24,32051.0,259.0,593.2857142857143
2020-07-07,Gujarat,66593.0,34516.0,24,32053.0,90.0,9513.285714285714
2020-07-08,Gujarat,67572.0,35174.0,24,32374.0,979.0,527.4285714285714
2020-07-09,Gujarat,68223.0,35437.0,24,32762.0,651.0,583.4285714285714
2020-07-10,Gujarat,68701.0,35884.0,24,32793.0,478.0,588.5714285714286
2020-07-11,Gujarat,69124.0,36172.0,24,32928.0,423.0,526.1428571428571
2020-07-12,Gujarat,69880.0,36777.0,24,33079.0,756.0,519.4285714285714
2020-07-13,Gujarat,70514.0,37089.0,24,33401.0,634.0,573.0
2020-07-14,Gujarat,70596.0,37121.0,24,33451.0,82.0,571.8571428571429
2020-07-15,Gujarat,70914.0,37169.0,24,33721.0,318.0,477.42857142857144
2020-07-16,Gujarat,71483.0,37657.0,24,33802.0,569.0,465.7142857142857
2020-07-17,Gujarat,71852.0,37927.0,24,33901.0,369.0,450.14285714285717
2020-07-18,Gujarat,72565.0,38389.0,24,34152.0,713.0,491.57142857142856
2020-07-19,Gujarat,73338.0,39124.0,24,34190.0,773.0,494.0
2020-07-20,Gujarat,73529.0,39238.0,24,34267.0,191.0,430.7142857142857
2020-07-21,Gujarat,73904.0,39608.0,24,34272.0,375.0,472.57142857142856
2020-07-22,Gujarat,74133.0,39701.0,24,34408.0,229.0,459.85714285714283
2020-07-23,Gujarat,74957.0,39758.0,24,35175.0,824.0,496.2857142857143
2020-07-24,Gujarat,75470.0,39778.0,0,35692.0,513.0,516.8571428571429
2020-07-25,Gujarat,76100.0,39872.0,24,36204.0,630.0,505.0
2020-07-26,Gujarat,76186.0,39899.0,24,36263.0,86.0,406.85714285714283
2020-07-27,Gujarat,76288.0,39988.0,24,36276.0,102.0,394.14285714285717
2020-07-28,Gujarat,76794.0,40285.0,24,36485.0,506.0,412.85714285714283
2020-07-29,Gujarat,77098.0,40580.0,24,36494.0,304.0,423.57142857142856
2020-07-30,Gujarat,77865.0,40904.0,24,36937.0,767.0,415.42857142857144
2020-07-31,Gujarat,78313.0,40990.0,24,37299.0,448.0,406.14285714285717
2020-08-01,Gujarat,79037.0,41210.0,24,37803.0,724.0,419.57142857142856
2020-08-02,Gujarat,79374.0,41544.0,24,37806.0,337.0,455.42857142857144
2020-08-03,Gujarat,0.0,41554.0,24,-41578.0,-79374.0,-10898.285714285714
2020-08-04,Gujarat,80045.0,41879.0,24,38142.0,80045.0,464.42857142857144
2020-08-05,Gujarat,80420.0,41909.0,0,38511.0,375.0,474.57142857142856
2020-08-06,Gujarat,81273.0,42369.0,24,38880.0,853.0,486.85714285714283
2020-08-07,Gujarat,82025.0,42737.0,24,39264.0,752.0,530.2857142857143
2020-08-08,Gujarat,82603.0,42829.0,24,39750.0,578.0,509.42857142857144
2020-08-09,Gujarat,83475.0,42871.0,24,40580.0,872.0,585.8571428571429
2020-08-10,Gujarat,83547.0,42914.0,24,40609.0,72.0,11935.285714285714
2020-08-11,Gujarat,83762.0,43009.0,24,40729.0,215.0,531.0
2020-08-12,Gujarat,84634.0,43486.0,24,41124.0,872.0,602.0
2020-08-13,Gujarat,85262.0,43510.0,24,41728.0,628.0,569.8571428571429
2020-08-14,Gujarat,85302.0,43532.0,24,41746.0,40.0,468.14285714285717
2020-08-15,Gujarat,85317.0,43538.0,24,41755.0,15.0,387.7142857142857
2020-08-16,Gujarat,86087.0,43934.0,24,42129.0,770.0,373.14285714285717
2020-08-17,Gujarat,86755.0,44576.0,24,42155.0,668.0,458.2857142857143
2020-08-18,Gujarat,87083.0,44814.0,24,42245.0,328.0,474.42857142857144
2020-08-19,Gujarat,87892.0,45015.0,24,42853.0,809.0,465.42857142857144
2020-08-20,Gujarat,88859.0,45432.0,24,43403.0,967.0,513.8571428571429
2020-08-21,Gujarat,89269.0,45454.0,24,43791.0,410.0,566.7142857142857
2020-08-22,Gujarat,0.0,45710.0,24,-45734.0,-89269.0,-12188.142857142857
2020-08-23,Gujarat,90169.0,46188.0,24,43957.0,90169.0,583.1428571428571
2020-08-24,Gujarat,90325.0,46254.0,24,44047.0,156.0,510.0
2020-08-25,Gujarat,90986.0,46577.0,24,44385.0,661.0,557.5714285714286
2020-08-26,Gujarat,91408.0,46839.0,24,44545.0,422.0,502.2857142857143
2020-08-27,Gujarat,92081.0,47336.0,24,44721.0,673.0,460.2857142857143
2020-08-29,Gujarat,93566.0,48118.0,24,45424.0,1485.0,613.8571428571429
2020-08-30,Gujarat,93698.0,48232.0,24,45442.0,132.0,13385.42857142857
2020-08-31,Gujarat,93969.0,48352.0,24,45593.0,271.0,542.8571428571429
2020-09-01,Gujarat,94008.0,48352.0,24,45632.0,39.0,526.1428571428571
2020-09-02,Gujarat,94572.0,48594.0,27,45951.0,564.0,512.2857142857143
2020-09-03,Gujarat,95485.0,49377.0,27,46081.0,913.0,582.4285714285714
2020-09-04,Gujarat,96435.0,49742.0,27,46666.0,950.0,622.0
2020-09-05,Gujarat,97342.0,50307.0,27,47008.0,907.0,539.4285714285714
2020-09-06,Gujarat,98038.0,50461.0,27,47550.0,696.0,620.0
2020-09-07,Gujarat,98081.0,50466.0,27,47588.0,43.0,587.4285714285714
2020-09-08,Gujarat,98941.0,51086.0,27,47828.0,860.0,704.7142857142857
2020-09-09,Gujarat,99582.0,51253.0,29,48300.0,641.0,715.7142857142857
2020-09-10,Gujarat,0.0,51265.0,29,-51294.0,-99582.0,-13640.714285714286
2020-09-11,Gujarat,100056.0,51437.0,29,48590.0,100056.0,517.2857142857143
2020-09-12,Gujarat,101042.0,51494.0,29,49519.0,986.0,528.5714285714286
2020-09-13,Gujarat,101761.0,51772.0,29,49960.0,719.0,531.8571428571429
2020-09-14,Gujarat,102391.0,0.0,29,102362.0,630.0,615.7142857142857
2020-09-15,Gujarat,102883.0,52280.0,29,50574.0,492.0,563.1428571428571
2020-09-16,Gujarat,103618.0,52369.0,29,51220.0,735.0,576.5714285714286
2020-09-17,Gujarat,104324.0,52569.0,29,51726.0,706.0,14903.42857142857
2020-09-18,Gujarat,104367.0,52598.0,29,51740.0,43.0,615.8571428571429
2020-09-19,Gujarat,104504.0,52674.0,29,51801.0,137.0,494.57142857142856
2020-09-20,Gujarat,105480.0,53011.0,29,52440.0,976.0,531.2857142857143
2020-09-21,Gujarat,105872.0,53362.0,29,52481.0,392.0,497.2857142857143
2020-09-22,Gujarat,106233.0,53513.0,29,52691.0,361.0,478.57142857142856
2020-09-23,Gujarat,106922.0,54153.0,29,52740.0,689.0,472.0
2020-09-24,Gujarat,107911.0,54209.0,29,53673.0,989.0,512.4285714285714
2020-09-25,Gujarat,108585.0,54515.0,29,54041.0,674.0,602.5714285714286
2020-09-26,Gujarat,109420.0,54860.0,29,54531.0,835.0,702.2857142857143
2020-09-27,Gujarat,109903.0,55332.0,29,54542.0,483.0,631.8571428571429
2020-09-28,Gujarat,110772.0,55523.0,29,55220.0,869.0,700.0
2020-09-29,Gujarat,110863.0,55565.0,29,55269.0,91.0,661.4285714285714
2020-09-30,Gujarat,111088.0,55665.0,29,55394.0,225.0,595.1428571428571
2020-10-01,Gujarat,111179.0,55673.0,29,55477.0,91.0,466.85714285714283
2020-10-02,Gujarat,111254.0,55703.0,29,55522.0,75.0,381.2857142857143
2020-10-03,Gujarat,111955.0,55829.0,38,56088.0,701.0,362.14285714285717
2020-10-04,Gujarat,112572.0,55961.0,38,56573.0,617.0,381.2857142857143
2020-10-05,Gujarat,113465.0,56648.0,38,56779.0,893.0,384.7142857142857
2020-10-06,Gujarat,114381.0,57200.0,38,57143.0,916.0,502.57142857142856
2020-10-07,Gujarat,114987.0,57300.0,38,57649.0,606.0,557.0
2020-10-08,Gujarat,115534.0,57480.0,38,58016.0,547.0,622.1428571428571
2020-10-09,Gujarat,0.0,58001.0,38,-58039.0,-115534.0,-15893.42857142857
2020-10-10,Gujarat,116533.0,58216.0,38,58279.0,116533.0,654.0
2020-10-12,Gujarat,117591.0,58540.0,38,59013.0,1058.0,717.0
2020-10-13,Gujarat,117991.0,58803.0,38,59150.0,400.0,646.5714285714286
2020-10-14,Gujarat,118378.0,58877.0,38,59463.0,387.0,571.0
2020-10-15,Gujarat,119298.0,59789.0,0,59509.0,920.0,615.8571428571429
2020-10-16,Gujarat,119723.0,59930.0,38,59755.0,425.0,598.4285714285714
2020-10-17,Gujarat,120094.0,60276.0,38,59780.0,371.0,17156.285714285714
2020-10-18,Gujarat,120505.0,60348.0,38,60119.0,411.0,567.4285714285714
2020-10-19,Gujarat,120596.0,60354.0,38,60204.0,91.0,429.2857142857143
2020-10-20,Gujarat,120948.0,60552.0,38,60358.0,352.0,422.42857142857144
2020-10-21,Gujarat,121542.0,61056.0,38,60448.0,594.0,452.0
2020-10-22,Gujarat,122077.0,61220.0,38,60819.0,535.0,397.0
2020-10-23,Gujarat,122450.0,61257.0,38,61155.0,373.0,389.57142857142856
2020-10-24,Gujarat,123071.0,61625.0,38,61408.0,621.0,425.2857142857143
2020-10-25,Gujarat,124004.0,61929.0,38,62037.0,933.0,499.85714285714283
2020-10-27,Gujarat,125620.0,62675.0,38,62907.0,1616.0,717.7142857142857
2020-10-28,Gujarat,126188.0,63025.0,38,63125.0,568.0,748.5714285714286
2020-10-29,Gujarat,126933.0,63421.0,38,63474.0,745.0,770.1428571428571
2020-10-30,Gujarat,127367.0,63667.0,38,63662.0,434.0,755.7142857142857
2020-10-31,Gujarat,127841.0,63670.0,42,64129.0,474.0,770.1428571428571
2020-11-01,Gujarat,128605.0,64075.0,52,64478.0,764.0,790.5714285714286
2020-11-02,Gujarat,129280.0,64103.0,52,65125.0,675.0,753.7142857142857
2020-11-03,Gujarat,129322.0,64128.0,52,65142.0,42.0,528.8571428571429
2020-11-04,Gujarat,129392.0,64143.0,0,65249.0,70.0,457.7142857142857
2020-11-05,Gujarat,129549.0,64152.0,52,65345.0,157.0,373.7142857142857
2020-11-06,Gujarat,130500.0,65085.0,52,65363.0,951.0,447.57142857142856
2020-11-07,Gujarat,131126.0,65560.0,52,65514.0,626.0,469.2857142857143
2020-11-08,Gujarat,131701.0,65693.0,52,65956.0,575.0,442.2857142857143
2020-11-09,Gujarat,0.0,65926.0,52,-65978.0,-131701.0,-18468.571428571428
2020-11-10,Gujarat,132480.0,66200.0,54,66226.0,132480.0,451.14285714285717
2020-11-11,Gujarat,133154.0,66660.0,54,66440.0,674.0,537.4285714285714
2020-11-12,Gujarat,133237.0,66701.0,54,66482.0,83.0,526.8571428571429
2020-11-13,Gujarat,133341.0,66797.0,54,66490.0,104.0,405.85714285714283
2020-11-14,Gujarat,133929.0,67120.0,54,66755.0,588.0,400.42857142857144
2020-11-15,Gujarat,134605.0,67497.0,54,67054.0,676.0,414.85714285714283
2020-11-16,Gujarat,135331.0,67997.0,54,67280.0,726.0,19333.0
2020-11-17,Gujarat,135513.0,68063.0,54,67396.0,182.0,433.2857142857143
2020-11-18,Gujarat,135748.0,68214.0,54,67480.0,235.0,370.57142857142856
2020-11-19,Gujarat,136332.0,68504.0,54,67774.0,584.0,442.14285714285717
2020-11-20,Gujarat,136552.0,68667.0,59,67826.0,220.0,458.7142857142857
2020-11-21,Gujarat,136937.0,68837.0,59,68041.0,385.0,429.7142857142857
2020-11-22,Gujarat,137829.0,69324.0,59,68446.0,892.0,460.57142857142856
2020-11-23,Gujarat,138385.0,69346.0,59,68980.0,556.0,436.2857142857143
2020-11-24,Gujarat,138532.0,69363.0,59,69110.0,147.0,431.2857142857143
2020-11-25,Gujarat,138776.0,69400.0,59,69317.0,244.0,432.57142857142856
2020-11-26,Gujarat,139458.0,70066.0,59,69333.0,682.0,446.57142857142856
2020-11-27,Gujarat,139715.0,70153.0,59,69503.0,257.0,451.85714285714283
2020-11-28,Gujarat,139877.0,70218.0,59,69600.0,162.0,420.0
2020-11-29,Gujarat,140083.0,70348.0,59,69676.0,206.0,322.0
2020-11-30,Gujarat,140880.0,70503.0,59,70318.0,797.0,356.42857142857144
2020-12-01,Gujarat,141242.0,70616.0,59,70567.0,362.0,387.14285714285717
2020-12-02,Gujarat,142134.0,71275.0,59,70800.0,892.0,479.7142857142857
2020-12-05,Gujarat,142776.0,71511.0,59,71206.0,642.0,474.0
2020-12-06,Gujarat,143206.0,71643.0,59,71504.0,430.0,498.7142857142857
2020-12-07,Gujarat,143692.0,71708.0,59,71925.0,486.0,545.0
2020-12-08,Gujarat,143953.0,71753.0,59,72141.0,261.0,552.8571428571429
2020-12-09,Gujarat,144777.0,71809.0,59,72909.0,824.0,556.7142857142857
2020-12-10,Gujarat,145488.0,72150.0,62,73276.0,711.0,606.5714285714286
2020-12-11,Gujarat,145602.0,72206.0,62,73334.0,114.0,495.42857142857144
2020-12-12,Gujarat,146458.0,72553.0,62,73843.0,856.0,526.0
2020-12-13,Gujarat,147017.0,72941.0,68,74008.0,559.0,544.4285714285714
2020-12-14,Gujarat,147960.0,73874.0,68,74018.0,943.0,609.7142857142857
2020-12-15,Gujarat,148567.0,74288.0,73,74206.0,607.0,659.1428571428571
2020-12-16,Gujarat,148756.0,74443.0,73,74240.0,189.0,568.4285714285714
2020-12-17,Gujarat,149237.0,74511.0,73,74653.0,481.0,535.5714285714286
2020-12-18,Gujarat,150181.0,75138.0,73,74970.0,944.0,654.1428571428571
2020-12-19,Gujarat,150340.0,75296.0,73,74971.0,159.0,554.5714285714286
2020-12-21,Gujarat,151132.0,75390.0,73,75669.0,792.0,587.8571428571429
2020-12-22,Gujarat,151288.0,75467.0,73,75748.0,156.0,475.42857142857144
2020-12-23,Gujarat,151650.0,75561.0,73,76016.0,362.0,440.42857142857144
2020-12-24,Gujarat,152263.0,75647.0,73,76543.0,613.0,501.0
2020-12-25,Gujarat,152834.0,76013.0,73,76748.0,571.0,513.8571428571429
2020-12-26,Gujarat,153046.0,76076.0,73,76897.0,212.0,409.2857142857143
2020-12-27,Gujarat,153463.0,76481.0,73,76909.0,417.0,446.14285714285717
2020-12-28,Gujarat,154296.0,76972.0,73,77251.0,833.0,452.0
2020-12-29,Gujarat,154651.0,77227.0,73,77351.0,355.0,480.42857142857144
2020-12-30,Gujarat,155458.0,77947.0,73,77438.0,807.0,544.0
2020-12-31,Gujarat,156429.0,78590.0,73,77766.0,971.0,595.1428571428571
2021-01-01,Gujarat,156557.0,78695.0,73,77789.0,128.0,531.8571428571429
2021-01-02,Gujarat,157076.0,78971.0,73,78032.0,519.0,575.7142857142857
2021-01-03,Gujarat,157252.0,79051.0,73,78128.0,176.0,541.2857142857143
2021-01-04,Gujarat,158017.0,79229.0,73,78715.0,765.0,531.5714285714286
2021-01-05,Gujarat,158180.0,79367.0,82,78731.0,163.0,504.14285714285717
2021-01-06,Gujarat,158801.0,79451.0,82,79268.0,621.0,477.57142857142856
2021-01-07,Gujarat,159322.0,79690.0,82,79550.0,521.0,413.2857142857143
2021-01-08,Gujarat,159979.0,80196.0,82,79701.0,657.0,488.85714285714283
2021-01-09,Gujarat,160889.0,80276.0,82,80531.0,910.0,544.7142857142857
2021-01-10,Gujarat,161500.0,80392.0,82,81026.0,611.0,606.8571428571429
2021-01-11,Gujarat,162152.0,80641.0,82,81429.0,652.0,590.7142857142857
2021-01-12,Gujarat,162373.0,80767.0,82,81524.0,221.0,599.0
2021-01-13,Gujarat,162509.0,80829.0,82,81598.0,136.0,529.7142857142857
2021-01-14,Gujarat,162618.0,80935.0,82,81601.0,109.0,470.85714285714283
2021-01-15,Gujarat,163440.0,81608.0,82,81750.0,822.0,494.42857142857144
2021-01-16,Gujarat,163493.0,81618.0,82,81793.0,53.0,372.0
2021-01-17,Gujarat,164147.0,81778.0,82,82287.0,654.0,378.14285714285717
2021-01-18,Gujarat,164841.0,82194.0,82,82565.0,694.0,384.14285714285717
2021-01-19,Gujarat,165175.0,82367.0,89,82719.0,334.0,400.2857142857143
2021-01-20,Gujarat,165748.0,82841.0,89,82818.0,573.0,462.7142857142857
2021-01-21,Gujarat,166539.0,83550.0,89,82900.0,791.0,560.1428571428571
2021-01-22,Gujarat,0.0,84070.0,89,-84159.0,-166539.0,-23348.571428571428
2021-01-23,Gujarat,168175.0,84624.0,89,83462.0,168175.0,668.8571428571429
2021-01-24,Gujarat,168287.0,84675.0,89,83523.0,112.0,591.4285714285714
2021-01-25,Gujarat,169142.0,85167.0,92,83883.0,855.0,614.4285714285714
2021-01-26,Gujarat,169745.0,85337.0,92,84316.0,603.0,652.8571428571429
2021-01-27,Gujarat,170348.0,85417.0,92,84839.0,603.0,657.1428571428571
2021-01-29,Gujarat,170699.0,85619.0,92,84988.0,351.0,594.2857142857143
2021-01-30,Gujarat,171021.0,85851.0,92,85078.0,322.0,24431.571428571428
2021-01-31,Gujarat,172012.0,86775.0,0,85237.0,991.0,548.1428571428571
2021-02-01,Gujarat,172379.0,87073.0,92,85214.0,367.0,584.5714285714286
2021-02-02,Gujarat,173180.0,87507.0,0,85673.0,801.0,576.8571428571429
2021-02-03,Gujarat,173876.0,87873.0,92,85911.0,696.0,590.1428571428571
2021-02-04,Gujarat,0.0,87921.0,92,-88013.0,-173876.0,-24335.428571428572
2021-02-05,Gujarat,174845.0,87925.0,92,86828.0,174845.0,592.2857142857143
2021-02-07,Gujarat,175819.0,88134.0,92,87593.0,974.0,685.4285714285714
2021-02-08,Gujarat,176176.0,88151.0,92,87933.0,357.0,594.8571428571429
2021-02-09,Gujarat,176651.0,88570.0,92,87989.0,475.0,610.2857142857143
2021-02-10,Gujarat,177037.0,88852.0,92,88093.0,386.0,551.0
2021-02-11,Gujarat,177377.0,88883.0,92,88402.0,340.0,500.14285714285717
2021-02-12,Gujarat,177557.0,88896.0,0,88661.0,180.0,25365.285714285714
2021-02-13,Gujarat,178152.0,89150.0,92,88910.0,595.0,472.42857142857144
2021-02-14,Gujarat,178530.0,89382.0,92,89056.0,378.0,387.2857142857143
2021-02-15,Gujarat,178871.0,89574.0,92,89205.0,341.0,385.0
2021-02-16,Gujarat,178970.0,89622.0,92,89256.0,99.0,331.2857142857143
2021-02-17,Gujarat,178992.0,89622.0,92,89278.0,22.0,279.2857142857143
2021-02-18,Gujarat,179354.0,0.0,92,179262.0,362.0,282.42857142857144
2021-02-19,Gujarat,180026.0,90093.0,92,89841.0,672.0,352.7142857142857
2021-02-20,Gujarat,180938.0,90253.0,92,90593.0,912.0,398.0
2021-02-21,Gujarat,181177.0,90342.0,92,90743.0,239.0,378.14285714285717
2021-02-22,Gujarat,181863.0,90897.0,92,90874.0,686.0,427.42857142857144
2021-02-23,Gujarat,182392.0,91367.0,92,90933.0,529.0,488.85714285714283
2021-02-24,Gujarat,182611.0,91401.0,92,91118.0,219.0,517.0
2021-02-25,Gujarat,182910.0,91594.0,92,91224.0,299.0,508.0
2021-02-26,Gujarat,183205.0,91798.0,92,91315.0,295.0,454.14285714285717
